"","Candidateidentifier","cycle","state","RaceID","pollster","startdate","samplesize","Poll","Percentage.of.Vote.won.x","year","Republican","Democrat","experienced","pvi","GenericBallotSept","daysLeft","poll_period","numberSupport","Incumbent","weightexperience","PercentageRaised","win"
"100","1992GACoverdell",1992,"Georgia",19921002,"Mason-Dixon Polling & Research Inc.","9/15/92",812,31,50.64741294,1992,1,0,1,-6.303308952,56.39124357,-49,6,251,-1,2,49.5682366,1
"101","1992GACoverdell",1992,"Georgia",19921002,"North Star Opinion Research/Ayres, McHenry & Associates","8/31/92",600,32,50.64741294,1992,1,0,1,-6.303308952,56.39124357,-64,7,192,-1,2,49.5682366,1
"102","1992GACoverdell",1992,"Georgia",19921002,"Mason-Dixon Polling & Research Inc.","10/23/92",819,35,50.64741294,1992,1,0,1,-6.303308952,56.39124357,-11,2,286,-1,2,49.5682366,1
"103","1992GAFowler",1992,"Georgia",19921002,"Mason-Dixon Polling & Research Inc.","2/24/92",809,58,49.35258706,1992,0,1,1,-6.303308952,56.39124357,-253,10,469,1,4,50.4317634,0
"104","1992GAFowler",1992,"Georgia",19921002,"Atlanta Journal Constitution","10/6/92",567,56,49.35258706,1992,0,1,1,-6.303308952,56.39124357,-28,4,317,1,4,50.4317634,0
"105","1992GAFowler",1992,"Georgia",19921002,"Mason-Dixon Polling & Research Inc.","9/15/92",812,53,49.35258706,1992,0,1,1,-6.303308952,56.39124357,-49,6,430,1,4,50.4317634,0
"106","1992GAFowler",1992,"Georgia",19921002,"Mason-Dixon Polling & Research Inc.","10/23/92",819,51,49.35258706,1992,0,1,1,-6.303308952,56.39124357,-11,2,417,1,4,50.4317634,0
"107","1992GAFowler",1992,"Georgia",19921002,"Mason-Dixon Polling & Research Inc.","7/9/92",820,52,49.35258706,1992,0,1,1,-6.303308952,56.39124357,-117,8,426,1,4,50.4317634,0
"108","1992GAFowler",1992,"Georgia",19921002,"North Star Opinion Research/Ayres, McHenry & Associates","8/31/92",600,46,49.35258706,1992,0,1,1,-6.303308952,56.39124357,-64,7,276,1,4,50.4317634,0
"109","1992HIInouye",1992,"Hawaii",19921102,"Mason-Dixon Polling & Research Inc.","4/2/92",413,47,57.26911253,1992,0,1,1,8.705312058,56.39124357,-215,10,194,1,4,84.71947202,1
"110","1992HIInouye",1992,"Hawaii",19921102,"Voter/Consumer Research","4/3/92",500,46,57.26911253,1992,0,1,1,8.705312058,56.39124357,-214,10,230,1,4,84.71947202,1
"111","1992HIInouye",1992,"Hawaii",19921102,"Mason-Dixon Polling & Research Inc.","9/21/92",403,56,57.26911253,1992,0,1,1,8.705312058,56.39124357,-43,6,225,1,4,84.71947202,1
"112","1992HIReed",1992,"Hawaii",19921102,"Mason-Dixon Polling & Research Inc.","4/2/92",413,32,26.92830155,1992,1,0,0,8.705312058,56.39124357,-215,10,132,-1,1,15.28052798,0
"113","1992HIReed",1992,"Hawaii",19921102,"Voter/Consumer Research","4/3/92",500,32,26.92830155,1992,1,0,0,8.705312058,56.39124357,-214,10,160,-1,1,15.28052798,0
"114","1992HIReed",1992,"Hawaii",19921102,"Mason-Dixon Polling & Research Inc.","9/21/92",403,34,26.92830155,1992,1,0,0,8.705312058,56.39124357,-43,6,137,-1,1,15.28052798,0
"115","1992IAGrassley",1992,"Iowa",19921502,"Mason-Dixon Polling & Research Inc.","2/14/92",800,63,69.61432703,1992,1,0,1,9.043853023,56.39124357,-263,10,504,1,4,87.36788712,1
"116","1992IAGrassley",1992,"Iowa",19921502,"Selzer & Co.","9/8/92",814,63,69.61432703,1992,1,0,1,9.043853023,56.39124357,-56,6,512,1,4,87.36788712,1
"117","1992IAGrassley",1992,"Iowa",19921502,"Selzer & Co.","10/4/92",823,67,69.61432703,1992,1,0,1,9.043853023,56.39124357,-30,5,551,1,4,87.36788712,1
"118","1992IAGrassley",1992,"Iowa",19921502,"Selzer & Co.","6/14/92",676,68,69.61432703,1992,1,0,1,9.043853023,56.39124357,-142,9,459,1,4,87.36788712,1
"119","1992IAGrassley",1992,"Iowa",19921502,"Mason-Dixon Polling & Research Inc.","7/3/92",829,61,69.61432703,1992,1,0,1,9.043853023,56.39124357,-123,8,505,1,4,87.36788712,1
"120","1992IALloyd-Jones",1992,"Iowa",19921502,"Selzer & Co.","6/14/92",676,23,27.20020364,1992,0,1,0,9.043853023,56.39124357,-142,9,155,-1,1,12.63211288,0
"121","1992IALloyd-Jones",1992,"Iowa",19921502,"Selzer & Co.","10/4/92",823,24,27.20020364,1992,0,1,0,9.043853023,56.39124357,-30,5,197,-1,1,12.63211288,0
"122","1992IALloyd-Jones",1992,"Iowa",19921502,"Selzer & Co.","9/8/92",814,31,27.20020364,1992,0,1,0,9.043853023,56.39124357,-56,6,252,-1,1,12.63211288,0
"123","1992IALloyd-Jones",1992,"Iowa",19921502,"Mason-Dixon Polling & Research Inc.","7/3/92",829,22,27.20020364,1992,0,1,0,9.043853023,56.39124357,-123,8,182,-1,1,12.63211288,0
"124","1992IALloyd-Jones",1992,"Iowa",19921502,"Mason-Dixon Polling & Research Inc.","2/14/92",800,18,27.20020364,1992,0,1,0,9.043853023,56.39124357,-263,10,144,-1,1,12.63211288,0
"125","1992IDKempthorne",1992,"Idaho",19921202,"Tarrance Group","6/10/92",600,48,56.52153924,1992,1,0,1,-9.39061401,56.39124357,-146,9,288,0,3,54.69816691,1
"126","1992IDKempthorne",1992,"Idaho",19921202,"Rich Smith & Rich","9/30/92",604,45,56.52153924,1992,1,0,1,-9.39061401,56.39124357,-34,5,271,0,3,54.69816691,1
"127","1992IDKempthorne",1992,"Idaho",19921202,"Mason-Dixon Polling & Research Inc.","9/25/92",816,46,56.52153924,1992,1,0,1,-9.39061401,56.39124357,-39,5,375,0,3,54.69816691,1
"128","1992IDStallings",1992,"Idaho",19921202,"Tarrance Group","6/10/92",600,40,43.47469918,1992,0,1,0,-9.39061401,56.39124357,-146,9,240,0,1,45.30183309,0
"129","1992IDStallings",1992,"Idaho",19921202,"Mason-Dixon Polling & Research Inc.","9/25/92",816,38,43.47469918,1992,0,1,0,-9.39061401,56.39124357,-39,5,310,0,1,45.30183309,0
"130","1992IDStallings",1992,"Idaho",19921202,"Rich Smith & Rich","9/30/92",604,42,43.47469918,1992,0,1,0,-9.39061401,56.39124357,-34,5,253,0,1,45.30183309,0
"131","1992ILMoseley-Braun",1992,"Illinois",19921302,"CBS News/New York Times","10/14/92",1150,52,53.26851107,1992,0,1,1,2.845729828,56.39124357,-20,4,598,0,2,75.50807192,1
"132","1992ILMoseley-Braun",1992,"Illinois",19921302,"University of Illinois at Chicago","10/21/92",1121,44,53.26851107,1992,0,1,1,2.845729828,56.39124357,-13,3,493,0,2,75.50807192,1
"133","1992ILMoseley-Braun",1992,"Illinois",19921302,"Mason-Dixon Polling & Research Inc.","10/27/92",807,46,53.26851107,1992,0,1,1,2.845729828,56.39124357,-7,1,371,0,2,75.50807192,1
"134","1992ILMoseley-Braun",1992,"Illinois",19921302,"Market Shares Corp.","9/26/92",1000,54,53.26851107,1992,0,1,1,2.845729828,56.39124357,-38,5,540,0,2,75.50807192,1
"135","1992ILMoseley-Braun",1992,"Illinois",19921302,"Chicago Tribune","10/17/92",1000,50,53.26851107,1992,0,1,1,2.845729828,56.39124357,-17,3,500,0,2,75.50807192,1
"136","1992ILMoseley-Braun",1992,"Illinois",19921302,"Market Shares Corp.","10/12/92",730,49,53.26851107,1992,0,1,1,2.845729828,56.39124357,-22,4,357,0,2,75.50807192,1
"137","1992ILMoseley-Braun",1992,"Illinois",19921302,"Mason-Dixon Polling & Research Inc.","7/1/92",823,55,53.26851107,1992,0,1,1,2.845729828,56.39124357,-125,8,452,0,2,75.50807192,1
"138","1992ILMoseley-Braun",1992,"Illinois",19921302,"Mason-Dixon Polling & Research Inc.","9/5/92",817,53,53.26851107,1992,0,1,1,2.845729828,56.39124357,-59,7,433,0,2,75.50807192,1
"139","1992ILMoseley-Braun",1992,"Illinois",19921302,"Market Shares Corp.","8/22/92",1000,56,53.26851107,1992,0,1,1,2.845729828,56.39124357,-73,7,560,0,2,75.50807192,1
"140","1992ILMoseley-Braun",1992,"Illinois",19921302,"Market Shares Corp.","9/10/92",1000,58,53.26851107,1992,0,1,1,2.845729828,56.39124357,-54,6,580,0,2,75.50807192,1
"141","1992ILMoseley-Braun",1992,"Illinois",19921302,"Market Shares Corp.","10/3/92",775,46,53.26851107,1992,0,1,1,2.845729828,56.39124357,-31,5,356,0,2,75.50807192,1
