cycle,state,Candidateidentifier,RaceID,pollster,startdate,samplesize,Poll,Percentage.of.Vote.won.x,year,Republican,Democrat,experienced,pvi,GenericBallotSept,daysLeft,poll_period,numberSupport
1992,Kansas,1992KSDole,19921602,Kansas City Star,9/21/92,835,55,62.69678023,1992,1,0,1,-2.827776264,56.39124357,-43,6,459
1992,Oregon,1992ORPackwood,19923702,T-H Research,10/22/92,612,50,52.13937456,1992,1,0,1,6.283532856,56.39124357,-12,2,306
1992,Florida,1992FLGrant,19920902,Mason-Dixon Polling & Research Inc.,9/10/92,804,25,34.59098521,1992,1,0,0,-7.351546057,56.39124357,-54,6,201
1992,California,1992CASeymour,19920500,Field Research Corp. (Field Poll),1/13/92,475,38,37.96344771,1992,1,0,0,2.089508493,56.39124357,-295,10,180
1992,Ohio,1992OHDeWine,19923502,University of Cincinnati (Ohio Poll),3/20/92,544,28,42.22424185,1992,1,0,1,-1.573305433,56.39124357,-228,10,152
1992,Alabama,1992ALShelby,19920102,Mason-Dixon Polling & Research Inc.,5/23/92,822,61,64.81801548,1992,0,1,1,-5.851368454,56.39124357,-164,9,501
1992,Washington,1992WAChandler,19924702,Evans/McDonough,10/26/92,600,43,46.00811609,1992,1,0,0,4.705227051,56.39124357,-8,2,258
1992,Colorado,1992COCampbell,19920602,Talmey-Drake Research & Strategy Inc.,4/24/92,504,48,51.77676322,1992,0,1,1,-0.057461639,56.39124357,-193,9,241
1992,Arkansas,1992ARBumpers,19920402,Mason-Dixon Polling & Research Inc.,9/3/92,802,61,60.17719411,1992,0,1,1,-3.295385279,56.39124357,-61,7,489
1992,California,1992CABoxer,19920502,Greenberg Quinlan Rosner (Democracy Corps),10/29/92,700,51,47.90378958,1992,0,1,1,2.089508493,56.39124357,-5,1,357
1992,Georgia,1992GAFowler,19921002,"North Star Opinion Research/Ayres, McHenry & Associates",8/31/92,600,46,49.35258706,1992,0,1,1,-6.303308952,56.39124357,-64,7,276
1992,Alabama,1992ALShelby,19920102,Mason-Dixon Polling & Research Inc.,8/3/92,813,62,64.81801548,1992,0,1,1,-5.851368454,56.39124357,-92,8,504
1992,Alabama,1992ALShelby,19920102,Mason-Dixon Polling & Research Inc.,9/22/92,829,62,64.81801548,1992,0,1,1,-5.851368454,56.39124357,-42,5,513
1992,Utah,1992UTBennett,19924402,Penn Schoen Berland,8/15/92,412,47,55.38307587,1992,1,0,0,-13.4875715,56.39124357,-80,7,193
1992,New York,1992NYD'Amato,19923202,Mason-Dixon Polling & Research Inc.,9/7/92,835,35,49.03358598,1992,1,0,1,5.965985317,56.39124357,-57,7,292
1992,Arizona,1992AZMecham,19920302,Public Opinion Strategies,9/29/92,600,10,10.51777395,1992,0,0,0,-6.847567198,56.39124357,-35,5,60
1992,Indiana,1992INHogsett,19921402,Indiana University,9/24/92,825,18,40.70441426,1992,0,1,0,-6.224373724,56.39124357,-40,5,148
1992,Oregon,1992ORAuCoin,19923702,Griggs-Anderson Research,10/22/92,600,38,46.49968424,1992,0,1,0,6.283532856,56.39124357,-12,2,228
1992,North Carolina,1992NCFaircloth,19923302,Charlotte Observer,6/22/92,651,33,50.34704726,1992,1,0,0,-4.257897135,56.39124357,-134,8,214
1992,Missouri,1992MORothman-Serot,19922502,Mason-Dixon Polling & Research Inc.,9/14/92,817,33,44.9257195,1992,0,1,0,1.90181394,56.39124357,-50,6,269
1992,Colorado,1992COConsidine,19920602,Talmey-Drake Research & Strategy Inc.,4/24/92,504,26,42.70422582,1992,1,0,0,-0.057461639,56.39124357,-193,9,131
1992,South Carolina,1992SCHartnett,19924002,KPC Research,10/26/92,618,41,46.94655713,1992,1,0,0,-8.172851311,56.39124357,-8,2,253
1992,Indiana,1992INCoats,19921402,Fort Wayne Journal-Gazette,9/12/92,533,52,57.33730181,1992,1,0,1,-6.224373724,56.39124357,-52,6,277
1992,Colorado,1992COCampbell,19920602,Talmey-Drake Research & Strategy Inc.,10/20/92,400,44,51.77676322,1992,0,1,1,-0.057461639,56.39124357,-14,3,176
1992,Arizona,1992AZSargent,19920302,Arizona State University,9/19/92,518,33,31.57054262,1992,0,1,0,-6.847567198,56.39124357,-45,6,170
1992,North Carolina,1992NCSanford,19923302,Mason-Dixon Polling & Research Inc.,10/9/92,813,48,46.31751304,1992,0,1,0,-4.257897135,56.39124357,-25,4,390
1992,Illinois,1992ILWilliamson,19921302,University of Illinois at Chicago,10/21/92,1121,34,43.05715208,1992,1,0,0,2.845729828,56.39124357,-13,3,381
1992,California,1992CAHerschensohn,19920502,Los Angeles Times,9/10/92,1330,33,43.00286776,1992,1,0,0,2.089508493,56.39124357,-54,6,438
1992,Washington,1992WAMurray,19924702,Elway Research,9/19/92,451,43,53.99188391,1992,0,1,1,4.705227051,56.39124357,-45,6,193
1992,South Carolina,1992SCHollings,19924002,Mason-Dixon Polling & Research Inc.,9/18/92,808,55,50.06870331,1992,0,1,1,-8.172851311,56.39124357,-46,6,444
1992,Oregon,1992ORPackwood,19923702,Oregon Monitor,12/14/91,602,33,52.13937456,1992,1,0,1,6.283532856,56.39124357,-325,10,198
1992,Maryland,1992MDKeyes,19922002,Mason-Dixon Polling & Research Inc.,1/31/92,818,32,28.97745875,1992,1,0,0,2.43309313,56.39124357,-277,10,261
1992,Idaho,1992IDKempthorne,19921202,Mason-Dixon Polling & Research Inc.,9/25/92,816,46,56.52153924,1992,1,0,1,-9.39061401,56.39124357,-39,5,375
1992,New York,1992NYD'Amato,19923202,Zogby Interactive/JZ Analytics,8/17/92,790,35,49.03358598,1992,1,0,1,5.965985317,56.39124357,-78,7,276
1992,New York,1992NYD'Amato,19923202,Mason-Dixon Polling & Research Inc.,7/21/92,824,37,49.03358598,1992,1,0,1,5.965985317,56.39124357,-105,8,304
1992,Oklahoma,1992OKLewis,19923602,Cole Hargrave Snodgrass & Associates,10/16/92,500,31,38.19076144,1992,0,1,0,-4.493088817,56.39124357,-18,3,155
1992,Florida,1992FLGrant,19920902,Mason-Dixon Polling & Research Inc.,5/29/92,826,25,34.59098521,1992,1,0,0,-7.351546057,56.39124357,-158,9,206
1992,Indiana,1992INCoats,19921402,Mason-Dixon Polling & Research Inc.,10/18/92,815,55,57.33730181,1992,1,0,1,-6.224373724,56.39124357,-16,3,448
1992,North Dakota,1992NDDorgan,19923402,University of North Dakota,4/6/92,474,56,59.00406965,1992,0,1,1,-2.697757213,56.39124357,-211,10,265
1992,Connecticut,1992CTJohnson,19920702,University of Connecticut,6/25/92,500,12,38.11771636,1992,1,0,0,1.313478054,56.39124357,-131,8,60
1992,Florida,1992FLGraham,19920902,Mason-Dixon Polling & Research Inc.,12/5/91,813,66,65.40458135,1992,0,1,1,-7.351546057,56.39124357,-334,10,536
1992,Missouri,1992MORothman-Serot,19922502,Kansas City Star,9/21/92,800,30,44.9257195,1992,0,1,0,1.90181394,56.39124357,-43,6,240
1992,North Dakota,1992NDConrad,19923400,University of North Dakota,10/6/92,502,68,63.22048117,1992,0,1,1,-2.697757213,56.39124357,-28,4,341
1992,Missouri,1992MORothman-Serot,19922502,Mellman Group,8/14/92,500,37,44.9257195,1992,0,1,0,1.90181394,56.39124357,-81,7,185
1992,Ohio,1992OHDeWine,19923502,University of Cincinnati (Ohio Poll),10/28/92,931,47,42.22424185,1992,1,0,1,-1.573305433,56.39124357,-6,1,437
1992,Idaho,1992IDStallings,19921202,Rich Smith & Rich,9/30/92,604,42,43.47469918,1992,0,1,0,-9.39061401,56.39124357,-34,5,253
1992,Oregon,1992ORPackwood,19923702,Moore Information,3/23/92,600,36,52.13937456,1992,1,0,1,6.283532856,56.39124357,-225,10,216
1992,New Hampshire,1992NHGregg,19922902,American Research Group,10/27/92,600,37,48.14427601,1992,1,0,1,-9.337984623,56.39124357,-7,1,222
1992,New York,1992NYD'Amato,19923202,Marist College,9/24/92,583,43,49.03358598,1992,1,0,1,5.965985317,56.39124357,-40,5,250
1992,Arizona,1992AZMecham,19920302,Behavior Research Center (Rocky Mountain),9/20/92,500,14,10.51777395,1992,0,0,0,-6.847567198,56.39124357,-44,6,70
1992,Pennsylvania,1992PAYeakel,19923802,Public Opinion Strategies,10/28/92,1400,38,46.33019671,1992,0,1,0,2.732595359,56.39124357,-6,1,532
1992,Alaska,1992AKSmith,19920202,Mason-Dixon Polling & Research Inc.,9/19/92,626,32,38.40618404,1992,0,1,0,-8.265369492,56.39124357,-45,6,200
1992,Hawaii,1992HIInouye,19921102,Mason-Dixon Polling & Research Inc.,4/2/92,413,47,57.26911253,1992,0,1,1,8.705312058,56.39124357,-215,10,194
1992,Indiana,1992INHogsett,19921402,Bill Schreiber,12/9/91,445,33,40.70441426,1992,0,1,0,-6.224373724,56.39124357,-330,10,146
1992,Georgia,1992GACoverdell,19921002,Mason-Dixon Polling & Research Inc.,10/23/92,819,35,50.64741294,1992,1,0,1,-6.303308952,56.39124357,-11,2,286
1992,North Carolina,1992NCSanford,19923302,Charlotte Observer,10/16/92,400,34,46.31751304,1992,0,1,0,-4.257897135,56.39124357,-18,3,136
1992,Illinois,1992ILWilliamson,19921302,Market Shares Corp.,10/3/92,775,29,43.05715208,1992,1,0,0,2.845729828,56.39124357,-31,5,224
1992,Washington,1992WAMurray,19924702,Elway Research,10/14/92,403,38,53.99188391,1992,0,1,1,4.705227051,56.39124357,-20,4,153
1992,Illinois,1992ILWilliamson,19921302,CBS News/New York Times,10/14/92,1150,33,43.05715208,1992,1,0,0,2.845729828,56.39124357,-20,4,379
1992,Maryland,1992MDKeyes,19922002,Mason-Dixon Polling & Research Inc.,8/28/92,802,29,28.97745875,1992,1,0,0,2.43309313,56.39124357,-67,7,232
1992,Ohio,1992OHDeWine,19923502,Public Opinion Strategies,9/27/92,500,44,42.22424185,1992,1,0,1,-1.573305433,56.39124357,-37,5,220
1992,Ohio,1992OHDeWine,19923502,University of Akron,10/20/92,691,34,42.22424185,1992,1,0,1,-1.573305433,56.39124357,-14,3,234
1992,Alabama,1992ALShelby,19920102,Birmingham Post-Herald,10/12/92,571,69,64.81801548,1992,0,1,1,-5.851368454,56.39124357,-22,4,393
1992,South Carolina,1992SCHollings,19924002,KPC Research,10/26/92,618,55,50.06870331,1992,0,1,1,-8.172851311,56.39124357,-8,2,339
1992,Idaho,1992IDStallings,19921202,Mason-Dixon Polling & Research Inc.,9/25/92,816,38,43.47469918,1992,0,1,0,-9.39061401,56.39124357,-39,5,310
1992,North Dakota,1992NDDorgan,19923402,University of North Dakota,6/1/92,504,59,59.00406965,1992,0,1,1,-2.697757213,56.39124357,-155,9,297
1992,Georgia,1992GACoverdell,19921002,Mason-Dixon Polling & Research Inc.,9/15/92,812,31,50.64741294,1992,1,0,1,-6.303308952,56.39124357,-49,6,251
1992,Georgia,1992GACoverdell,19921002,"North Star Opinion Research/Ayres, McHenry & Associates",8/31/92,600,32,50.64741294,1992,1,0,1,-6.303308952,56.39124357,-64,7,192
1992,Florida,1992FLGraham,19920902,Mason-Dixon Polling & Research Inc.,9/10/92,804,55,65.40458135,1992,0,1,1,-7.351546057,56.39124357,-54,6,442
1992,Oregon,1992ORAuCoin,19923702,Griggs-Anderson Research,9/28/92,600,40,46.49968424,1992,0,1,0,6.283532856,56.39124357,-36,5,240
1992,North Dakota,1992NDSydness,19923402,University of North Dakota,10/6/92,502,28,38.87457765,1992,1,0,0,-2.697757213,56.39124357,-28,4,140
1992,Illinois,1992ILMoseley-Braun,19921302,Market Shares Corp.,9/26/92,1000,54,53.26851107,1992,0,1,1,2.845729828,56.39124357,-38,5,540
1992,Illinois,1992ILMoseley-Braun,19921302,Market Shares Corp.,10/17/92,1000,50,53.26851107,1992,0,1,1,2.845729828,56.39124357,-17,3,500
1992,Arkansas,1992ARHuckabee,19920402,Mason-Dixon Polling & Research Inc.,9/3/92,802,29,39.82280589,1992,1,0,0,-3.295385279,56.39124357,-61,7,232
1992,Missouri,1992MORothman-Serot,19922502,Kansas City Star,10/12/92,800,34,44.9257195,1992,0,1,0,1.90181394,56.39124357,-22,4,272
1992,Wisconsin,1992WIFeingold,19924902,St. Norbert College,10/21/92,391,44,52.57013495,1992,0,1,0,5.71757543,56.39124357,-13,3,172
1992,Indiana,1992INCoats,19921402,Indianapolis Star,10/4/92,803,56,57.33730181,1992,1,0,1,-6.224373724,56.39124357,-30,5,449
1992,Illinois,1992ILWilliamson,19921302,Market Shares Corp.,10/12/92,730,29,43.05715208,1992,1,0,0,2.845729828,56.39124357,-22,4,211
1992,South Carolina,1992SCHartnett,19924002,Mason-Dixon Polling & Research Inc.,12/14/91,800,25,46.94655713,1992,1,0,0,-8.172851311,56.39124357,-325,10,200
1992,Wisconsin,1992WIKasten,19924902,Milwaukee Journal-Sentinel,10/29/92,600,47,46.00985531,1992,1,0,1,5.71757543,56.39124357,-5,1,282
1992,New Hampshire,1992NHGregg,19922902,Bannon Communications,9/27/92,400,33,48.14427601,1992,1,0,1,-9.337984623,56.39124357,-37,5,132
1992,Illinois,1992ILWilliamson,19921302,Chicago Tribune,10/17/92,1000,32,43.05715208,1992,1,0,0,2.845729828,56.39124357,-17,3,320
1992,North Dakota,1992NDSydness,19923402,Precision Marketing,4/19/92,587,27,38.87457765,1992,1,0,0,-2.697757213,56.39124357,-198,9,158
1992,South Dakota,1992SDHaar,19924102,Tom Daschle,9/20/92,505,22,32.50661445,1992,1,0,0,0.707783704,56.39124357,-44,6,111
1992,Arizona,1992AZSargent,19920302,Behavior Research Center (Rocky Mountain),7/11/92,708,28,31.57054262,1992,0,1,0,-6.847567198,56.39124357,-115,8,198
1992,Oregon,1992ORAuCoin,19923702,Moore Information,6/30/92,600,33,46.49968424,1992,0,1,0,6.283532856,56.39124357,-126,8,198
1992,Pennsylvania,1992PAYeakel,19923802,Cromer Group,5/11/92,424,40,46.33019671,1992,0,1,0,2.732595359,56.39124357,-176,9,169
1992,Illinois,1992ILWilliamson,19921302,Richard Day Research Inc.,10/1/92,914,23,43.05715208,1992,1,0,0,2.845729828,56.39124357,-33,5,210
1992,Oklahoma,1992OKNickles,19923602,Mason-Dixon Polling & Research Inc.,10/21/92,820,59,58.54933047,1992,1,0,1,-4.493088817,56.39124357,-13,3,483
1992,California,1992CASeymour,19920500,Mason-Dixon Polling & Research Inc.,7/8/92,837,36,37.96344771,1992,1,0,0,2.089508493,56.39124357,-118,8,301
1992,New Hampshire,1992NHRauh,19922902,American Research Group,10/19/92,600,36,45.3263069,1992,0,1,0,-9.337984623,56.39124357,-15,3,216
1992,Pennsylvania,1992PASpecter,19923802,Millersville University,10/3/92,688,41,49.10295039,1992,1,0,1,2.732595359,56.39124357,-31,5,282
1992,North Carolina,1992NCSanford,19923302,Charlotte Observer,6/22/92,651,50,46.31751304,1992,0,1,0,-4.257897135,56.39124357,-134,8,325
1992,South Carolina,1992SCHollings,19924002,Mason-Dixon Polling & Research Inc.,12/14/91,800,54,50.06870331,1992,0,1,1,-8.172851311,56.39124357,-325,10,432
1992,Alabama,1992ALSellers,19920102,Mason-Dixon Polling & Research Inc.,5/23/92,822,17,33.08501273,1992,1,0,0,-5.851368454,56.39124357,-164,9,139
1992,Ohio,1992OHDeWine,19923502,Paul Werth Associates,6/17/92,550,31,42.22424185,1992,1,0,1,-1.573305433,56.39124357,-139,9,170
1992,Idaho,1992IDKempthorne,19921202,Rich Smith & Rich,9/30/92,604,45,56.52153924,1992,1,0,1,-9.39061401,56.39124357,-34,5,271
1992,Ohio,1992OHDeWine,19923502,Gordon S. Black Corp.,8/9/92,598,38,42.22424185,1992,1,0,1,-1.573305433,56.39124357,-86,8,227
1992,Arizona,1992AZMcCain,19920302,Arizona State University,8/29/92,410,52,55.81523403,1992,1,0,1,-6.847567198,56.39124357,-66,7,213
1992,California,1992CAHerschensohn,19920502,Boxer,10/27/92,801,35,43.00286776,1992,1,0,0,2.089508493,56.39124357,-7,1,280
1992,Arizona,1992AZMcCain,19920302,Behavior Research Center (Rocky Mountain),4/4/92,705,57,55.81523403,1992,1,0,1,-6.847567198,56.39124357,-213,10,401
1992,Oregon,1992ORAuCoin,19923702,Mason-Dixon Polling & Research Inc.,9/28/92,806,43,46.49968424,1992,0,1,0,6.283532856,56.39124357,-36,5,346
1992,Oklahoma,1992OKLewis,19923602,Mason-Dixon Polling & Research Inc.,8/14/92,805,26,38.19076144,1992,0,1,0,-4.493088817,56.39124357,-81,7,209
1992,Pennsylvania,1992PASpecter,19923802,Pittsburgh Post-Gazette,10/8/92,552,51,49.10295039,1992,1,0,1,2.732595359,56.39124357,-26,4,281
1992,Connecticut,1992CTJohnson,19920702,University of Connecticut,11/12/91,500,32,38.11771636,1992,1,0,0,1.313478054,56.39124357,-357,10,160
1992,Arizona,1992AZMcCain,19920302,Arizona State University,10/3/92,499,48,55.81523403,1992,1,0,1,-6.847567198,56.39124357,-31,5,239
1992,Wisconsin,1992WIFeingold,19924902,Milwaukee Journal-Sentinel,10/23/92,800,48,52.57013495,1992,0,1,0,5.71757543,56.39124357,-11,2,384
1992,Illinois,1992ILMoseley-Braun,19921302,Market Shares Corp.,9/10/92,1000,58,53.26851107,1992,0,1,1,2.845729828,56.39124357,-54,6,580
1992,California,1992CAHerschensohn,19920502,Field Research Corp. (Field Poll),1/13/92,475,35,43.00286776,1992,1,0,0,2.089508493,56.39124357,-295,10,166
1992,Indiana,1992INHogsett,19921402,Mason-Dixon Polling & Research Inc.,4/27/92,827,25,40.70441426,1992,0,1,0,-6.224373724,56.39124357,-190,9,206
1992,Georgia,1992GAFowler,19921002,Mason-Dixon Polling & Research Inc.,10/23/92,819,51,49.35258706,1992,0,1,1,-6.303308952,56.39124357,-11,2,417
1992,Pennsylvania,1992PAYeakel,19923802,Millersville University,10/3/92,688,39,46.33019671,1992,0,1,0,2.732595359,56.39124357,-31,5,268
1992,New York,1992NYD'Amato,19923202,Mason-Dixon Polling & Research Inc.,10/3/92,827,43,49.03358598,1992,1,0,1,5.965985317,56.39124357,-31,5,355
1992,Pennsylvania,1992PAYeakel,19923802,Mason-Dixon Polling & Research Inc.,6/26/92,824,44,46.33019671,1992,0,1,0,2.732595359,56.39124357,-130,8,362
1992,Pennsylvania,1992PAYeakel,19923802,Millersville University,10/24/92,891,36,46.33019671,1992,0,1,0,2.732595359,56.39124357,-10,2,320
1992,Missouri,1992MORothman-Serot,19922502,St. Louis Post-Dispatch,9/12/92,480,34,44.9257195,1992,0,1,0,1.90181394,56.39124357,-52,6,163
1992,Illinois,1992ILWilliamson,19921302,Market Shares Corp.,9/10/92,1000,24,43.05715208,1992,1,0,0,2.845729828,56.39124357,-54,6,240
1992,Wisconsin,1992WIKasten,19924902,Mason-Dixon Polling & Research Inc.,9/14/92,800,38,46.00985531,1992,1,0,1,5.71757543,56.39124357,-50,6,304
1992,North Carolina,1992NCFaircloth,19923302,Mason-Dixon Polling & Research Inc.,10/26/92,818,37,50.34704726,1992,1,0,0,-4.257897135,56.39124357,-8,2,302
1992,Illinois,1992ILMoseley-Braun,19921302,Market Shares Corp.,10/3/92,775,46,53.26851107,1992,0,1,1,2.845729828,56.39124357,-31,5,356
1992,New Hampshire,1992NHGregg,19922902,Mason-Dixon Polling & Research Inc.,8/31/92,808,44,48.14427601,1992,1,0,1,-9.337984623,56.39124357,-64,7,355
1992,Wisconsin,1992WIKasten,19924902,St. Norbert College,9/24/92,407,33,46.00985531,1992,1,0,1,5.71757543,56.39124357,-40,5,134
1992,North Carolina,1992NCFaircloth,19923302,Mason-Dixon Polling & Research Inc.,4/26/92,832,38,50.34704726,1992,1,0,0,-4.257897135,56.39124357,-191,9,316
1992,North Carolina,1992NCFaircloth,19923302,Mason-Dixon Polling & Research Inc.,2/5/92,810,30,50.34704726,1992,1,0,0,-4.257897135,56.39124357,-272,10,243
1992,Washington,1992WAChandler,19924702,Elway Research,10/14/92,403,36,46.00811609,1992,1,0,0,4.705227051,56.39124357,-20,4,145
1992,North Carolina,1992NCSanford,19923302,Mason-Dixon Polling & Research Inc.,10/26/92,818,45,46.31751304,1992,0,1,0,-4.257897135,56.39124357,-8,2,368
1992,Illinois,1992ILWilliamson,19921302,Market Shares Corp.,8/22/92,1000,23,43.05715208,1992,1,0,0,2.845729828,56.39124357,-73,7,230
1992,Alaska,1992AKSmith,19920202,Cromer Group,9/30/92,500,34,38.40618404,1992,0,1,0,-8.265369492,56.39124357,-34,5,170
1992,New Hampshire,1992NHRauh,19922902,Mason-Dixon Polling & Research Inc.,8/31/92,808,38,45.3263069,1992,0,1,0,-9.337984623,56.39124357,-64,7,307
1992,New Hampshire,1992NHRauh,19922902,Mason-Dixon Polling & Research Inc.,12/20/91,827,32,45.3263069,1992,0,1,0,-9.337984623,56.39124357,-319,10,264
1992,North Carolina,1992NCSanford,19923302,Mason-Dixon Polling & Research Inc.,2/5/92,810,51,46.31751304,1992,0,1,0,-4.257897135,56.39124357,-272,10,413
1992,Oregon,1992ORAuCoin,19923702,T-H Research,9/30/92,600,41,46.49968424,1992,0,1,0,6.283532856,56.39124357,-34,5,245
1992,North Carolina,1992NCSanford,19923302,Raleigh News & Observer,9/27/92,609,45,46.31751304,1992,0,1,0,-4.257897135,56.39124357,-37,5,274
1992,Washington,1992WAMurray,19924702,"Fairbank, Maslin, Maullin, Metz & Associates",9/24/92,600,50,53.99188391,1992,0,1,1,4.705227051,56.39124357,-40,5,300
1992,Ohio,1992OHGlenn,19923502,Columbus Dispatch,8/31/92,2035,49,50.88300143,1992,0,1,1,-1.573305433,56.39124357,-64,7,997
1992,Connecticut,1992CTJohnson,19920702,University of Connecticut,9/29/92,519,31,38.11771636,1992,1,0,0,1.313478054,56.39124357,-35,5,160
1992,Ohio,1992OHDeWine,19923502,University of Cincinnati (Ohio Poll),10/16/92,565,42,42.22424185,1992,1,0,1,-1.573305433,56.39124357,-18,3,237
1992,Kentucky,1992KYWilliams,19921702,Louisville Courier-Journal,9/15/92,584,20,35.81178458,1992,1,0,1,-1.956928401,56.39124357,-49,6,116
1992,Wisconsin,1992WIFeingold,19924902,Garin-Hart-Yang Research Group,10/24/92,503,48,52.57013495,1992,0,1,0,5.71757543,56.39124357,-10,2,241
1992,South Dakota,1992SDDaschle,19924102,Mason-Dixon Polling & Research Inc.,2/18/92,823,63,64.90231543,1992,0,1,1,0.707783704,56.39124357,-259,10,518
1992,Oregon,1992ORAuCoin,19923702,T-H Research,10/22/92,612,43,46.49968424,1992,0,1,0,6.283532856,56.39124357,-12,2,263
1992,Florida,1992FLGraham,19920902,Mason-Dixon Polling & Research Inc.,5/29/92,826,54,65.40458135,1992,0,1,1,-7.351546057,56.39124357,-158,9,446
1992,Oregon,1992ORAuCoin,19923702,Moore Information,3/23/92,600,33,46.49968424,1992,0,1,0,6.283532856,56.39124357,-225,10,198
1992,Georgia,1992GAFowler,19921002,Mason-Dixon Polling & Research Inc.,9/15/92,812,53,49.35258706,1992,0,1,1,-6.303308952,56.39124357,-49,6,430
1992,Ohio,1992OHGlenn,19923502,University of Akron,5/6/92,629,30,50.88300143,1992,0,1,1,-1.573305433,56.39124357,-181,9,188
1992,Pennsylvania,1992PASpecter,19923802,Hickman Analytics,10/4/92,600,47,49.10295039,1992,1,0,1,2.732595359,56.39124357,-30,5,282
1992,Ohio,1992OHGlenn,19923502,Tarrance Group,6/14/92,800,48,50.88300143,1992,0,1,1,-1.573305433,56.39124357,-142,9,384
