cycle,state,Candidateidentifier,RaceID,VotePercentage,year,Republican,Democrat,experienced,weightexperience,pvi,GenericBallotSept,Incumbent,PercentageRaised
1992,Missouri,1992MOBond,19922502,51.88704523,1992,1,0,1,4,1.90181394,56.39124357,1,82.92578354
1992,Ohio,1992OHDeWine,19923502,42.22424185,1992,1,0,1,3,-1.573305433,56.39124357,-1,53.53145141
1992,Kansas,1992KSDole,19921602,62.69678023,1992,1,0,1,4,-2.827776264,56.39124357,1,90.81590109
1992,Oregon,1992ORPackwood,19923702,52.13937456,1992,1,0,1,2,6.283532856,56.39124357,1,74.21936867
1992,Alabama,1992ALShelby,19920102,64.81801548,1992,0,1,1,4,-5.851368454,56.39124357,1,97.9491096
1992,Colorado,1992COCampbell,19920602,51.77676322,1992,0,1,1,3,-0.057461639,56.39124357,0,38.07076331
1992,California,1992CABoxer,19920502,47.90378958,1992,0,1,1,3,2.089508493,56.39124357,0,56.39478386
1992,Georgia,1992GAFowler,19921002,49.35258706,1992,0,1,1,4,-6.303308952,56.39124357,1,50.4317634
1992,Utah,1992UTBennett,19924402,55.38307587,1992,1,0,0,1,-13.4875715,56.39124357,0,16.80883503
1992,New York,1992NYD'Amato,19923202,49.03358598,1992,1,0,1,4,5.965985317,56.39124357,1,44.34570453
1992,Oregon,1992ORAuCoin,19923702,46.49968424,1992,0,1,0,1,6.283532856,56.39124357,-1,25.78063133
1992,Indiana,1992INCoats,19921402,57.33730181,1992,1,0,1,4,-6.224373724,56.39124357,1,66.93193037
1992,North Carolina,1992NCSanford,19923302,46.31751304,1992,0,1,0,1,-4.257897135,56.39124357,1,45.93999728
1992,Washington,1992WAMurray,19924702,53.99188391,1992,0,1,1,2,4.705227051,56.39124357,0,44.60768877
1992,South Carolina,1992SCHollings,19924002,50.06870331,1992,0,1,1,4,-8.172851311,56.39124357,1,69.134095
1992,Idaho,1992IDKempthorne,19921202,56.52153924,1992,1,0,1,3,-9.39061401,56.39124357,0,54.69816691
1992,Oklahoma,1992OKLewis,19923602,38.19076144,1992,0,1,0,1,-4.493088817,56.39124357,-1,38.7754354
1992,North Dakota,1992NDDorgan,19923402,59.00406965,1992,0,1,1,3,-2.697757213,56.39124357,0,40.79744225
1992,Connecticut,1992CTJohnson,19920702,38.11771636,1992,1,0,0,1,1.313478054,56.39124357,-1,15.45072319
1992,Florida,1992FLGraham,19920902,65.40458135,1992,0,1,1,4,-7.351546057,56.39124357,1,91.07218626
1992,North Dakota,1992NDConrad,19923400,63.22048117,1992,0,1,1,4,-2.697757213,56.39124357,0,66.84939387
1992,Arizona,1992AZMcCain,19920302,55.81523403,1992,1,0,1,4,-6.847567198,56.39124357,1,120.8933145
1992,Illinois,1992ILMoseley-Braun,19921302,53.26851107,1992,0,1,1,2,2.845729828,56.39124357,0,75.50807192
1992,Idaho,1992IDStallings,19921202,43.47469918,1992,0,1,0,1,-9.39061401,56.39124357,0,45.30183309
1992,New Hampshire,1992NHGregg,19922902,48.14427601,1992,1,0,1,3,-9.337984623,56.39124357,0,59.56299011
1992,Alaska,1992AKSmith,19920202,38.40618404,1992,0,1,0,1,-8.265369492,56.39124357,-1,41.828572
1992,Hawaii,1992HIInouye,19921102,57.26911253,1992,0,1,1,4,8.705312058,56.39124357,1,84.71947202
1992,Georgia,1992GACoverdell,19921002,50.64741294,1992,1,0,1,2,-6.303308952,56.39124357,-1,49.5682366
1992,New York,1992NYAbrams,19923202,47.78267753,1992,0,1,0,1,5.965985317,56.39124357,-1,55.65429547
1992,Arkansas,1992ARHuckabee,19920402,39.82280589,1992,1,0,0,1,-3.295385279,56.39124357,-1,41.94170996
1992,Wisconsin,1992WIFeingold,19924902,52.57013495,1992,0,1,0,1,5.71757543,56.39124357,-1,29.4425356
1992,Wisconsin,1992WIKasten,19924902,46.00985531,1992,1,0,1,4,5.71757543,56.39124357,1,70.5574644
1992,South Dakota,1992SDHaar,19924102,32.50661445,1992,1,0,0,1,0.707783704,56.39124357,-1,15.0146905
1992,Oklahoma,1992OKNickles,19923602,58.54933047,1992,1,0,1,4,-4.493088817,56.39124357,1,61.2245646
1992,New Hampshire,1992NHRauh,19922902,45.3263069,1992,0,1,0,1,-9.337984623,56.39124357,0,40.43700989
1992,Alabama,1992ALSellers,19920102,33.08501273,1992,1,0,0,1,-5.851368454,56.39124357,-1,2.0508904
1992,Kentucky,1992KYWilliams,19921702,35.81178458,1992,1,0,1,2,-1.956928401,56.39124357,-1,26.17567367
1992,South Dakota,1992SDDaschle,19924102,64.90231543,1992,0,1,1,4,0.707783704,56.39124357,1,84.9853095
1992,Nevada,1992NVReid,19922802,51.04993678,1992,0,1,1,4,-6.920148516,56.39124357,1,75.53682795
1992,Kentucky,1992KYFord,19921702,62.88334293,1992,0,1,1,4,-1.956928401,56.39124357,1,73.82432633
1992,Iowa,1992IAGrassley,19921502,69.61432703,1992,1,0,1,4,9.043853023,56.39124357,1,87.36788712
1992,Vermont,1992VTDouglas,19924502,43.34515064,1992,1,0,1,3,2.114659619,56.39124357,-1,25.26499517
1992,Hawaii,1992HIReed,19921102,26.92830155,1992,1,0,0,1,8.705312058,56.39124357,-1,15.28052798
1992,Maryland,1992MDMikulski,19922002,70.99881362,1992,0,1,1,4,2.43309313,56.39124357,1,62.99916487
1992,Utah,1992UTOwens,19924402,39.7147449,1992,0,1,0,1,-13.4875715,56.39124357,0,83.19116497
1992,North Dakota,1992NDDalrymple,19923400,33.7968661,1992,1,0,1,2,-2.697757213,56.39124357,0,33.15060613
1992,Iowa,1992IALloyd-Jones,19921502,27.20020364,1992,0,1,0,1,9.043853023,56.39124357,-1,12.63211288
1992,California,1992CAFeinstein,19920500,54.28721616,1992,0,1,1,3,2.089508493,56.39124357,0,55.70670633
1992,Alaska,1992AKMurkowski,19920202,53.04779863,1992,1,0,1,4,-8.265369492,56.39124357,1,58.171428
1992,Vermont,1992VTLeahy,19924502,54.16201499,1992,0,1,1,4,2.114659619,56.39124357,1,74.73500483
1992,Nevada,1992NVDahl,19922802,40.21339539,1992,1,0,0,1,-6.920148516,56.39124357,-1,24.46317205
1994,Pennsylvania,1994PAWofford,19943800,46.92034209,1994,0,1,1,4,2.093587487,49.80967878,0,45.69236606
1994,Nebraska,1994NEKerrey,19942700,54.7814677,1994,0,1,1,4,-14.76073972,49.80967878,1,67.12934895
1994,Michigan,1994MICarr,19942200,42.74713847,1994,0,1,0,1,1.154973066,49.80967878,0,27.50880198
1994,Nevada,1994NVFurman,19942800,41.00070954,1994,1,0,0,1,-1.631024232,49.80967878,-1,23.07496314
1994,Nevada,1994NVBryan,19942800,50.93001866,1994,0,1,1,4,-1.631024232,49.80967878,1,76.92503686
1994,Ohio,1994OHDeWine,19943500,53.43665949,1994,1,0,1,3,-2.289973174,49.80967878,0,60.52642716
1994,Washington,1994WAGorton,19944700,55.74850324,1994,1,0,1,4,4.133086702,49.80967878,1,78.92427461
1994,Massachusetts,1994MAKennedy,19942100,58.07485812,1994,0,1,1,4,8.631846249,49.80967878,1,64.65837801
1994,Texas,1994TXFisher,19944300,38.30929873,1994,0,1,0,1,-5.696245814,49.80967878,-1,13.32385805
1994,California,1994CAHuffington,19940500,44.83186633,1994,1,0,1,3,5.066871594,49.80967878,-1,13.78269519
1994,Maryland,1994MDSarbanes,19942000,59.099,1994,0,1,1,4,4.845030911,49.80967878,1,54.62595418
1994,Michigan,1994MIAbraham,19942200,51.87546104,1994,1,0,0,1,1.154973066,49.80967878,0,72.49119802
1994,Arizona,1994AZCoppersmith,19940300,39.54300931,1994,0,1,1,3,-4.755306342,49.80967878,0,29.73467079
1994,Nebraska,1994NEStoney,19942700,45.00444575,1994,1,0,0,1,-14.76073972,49.80967878,-1,32.87065105
1994,Virginia,1994VANorth,19944600,42.87868117,1994,1,0,0,1,-6.014740278,49.80967878,-1,116.0069112
1994,Massachusetts,1994MARomney,19942100,41.0100809,1994,1,0,0,1,8.631846249,49.80967878,-1,35.34162199
1994,Pennsylvania,1994PASantorum,19943800,49.40258061,1994,1,0,1,3,2.093587487,49.80967878,0,54.30763394
1994,Rhode Island,1994RIChafee,19943900,64.52337661,1994,1,0,1,4,8.390778137,49.80967878,1,78.78997792
1994,Virginia,1994VARobb,19944600,45.60840219,1994,0,1,1,4,-6.014740278,49.80967878,1,22.60491893
1994,Maine,1994MEAndrews,19941900,36.35528684,1994,0,1,1,2,2.603282284,49.80967878,0,48.29755296
1994,New York,1994NYCastro,19943200,41.50665006,1994,1,0,0,1,6.023398291,49.80967878,-1,11.60606479
1994,Florida,1994FLRodham,19940900,29.47784021,1994,0,1,0,1,-4.63800944,49.80967878,-1,12.76081031
1994,New Mexico,1994NMBingaman,19943100,53.97045743,1994,0,1,1,4,1.686625784,49.80967878,1,63.03199294
1994,Virginia,1994VAColeman,19944600,11.43758114,1994,0,0,1,3,-6.014740278,49.80967878,-1,2.807763211
1994,New Jersey,1994NJHaytaian,19943000,47.02175837,1994,1,0,1,2,-2.036481004,49.80967878,-1,54.23155968
1994,Vermont,1994VTJeffords,19944500,50.31605503,1994,1,0,1,4,6.795749022,49.80967878,1,59.16247304
1994,New Mexico,1994NMMcMillan,19943100,45.99025035,1994,1,0,0,1,1.686625784,49.80967878,-1,36.96800706
1994,Arizona,1994AZKyl,19940300,53.70569943,1994,1,0,1,3,-4.755306342,49.80967878,0,70.26532921
1994,New York,1994NYMoynihan,19943200,55.24750247,1994,0,1,0,1,6.023398291,49.80967878,1,88.39393521
1994,Rhode Island,1994RIKushner,19943900,35.47662339,1994,0,1,0,1,8.390778137,49.80967878,-1,21.21002208
1994,Vermont,1994VTBackus,19944500,40.56653691,1994,0,1,1,2,6.795749022,49.80967878,-1,40.83752696
1994,Delaware,1994DEOberly,19940800,42.48325621,1994,0,1,1,3,1.738272214,49.80967878,-1,47.73643307
1994,New Jersey,1994NJLautenberg,19943000,50.29410376,1994,0,1,1,4,-2.036481004,49.80967878,1,45.76844032
1994,Florida,1994FLMack,19940900,70.4968808,1994,1,0,1,4,-4.63800944,49.80967878,1,87.23918969
1994,Minnesota,1994MNWynia,19942300,44.09990473,1994,0,1,0,1,4.264235128,49.80967878,0,49.61294291
1994,Utah,1994UTShea,19944400,28.29414449,1994,0,1,0,1,-17.21046308,49.80967878,-1,7.101329018
1994,Delaware,1994DERoth,19940800,55.81498174,1994,1,0,1,4,1.738272214,49.80967878,1,52.26356693
1994,Montana,1994MTMudd,19942600,37.62839375,1994,0,1,0,1,-1.730047075,49.80967878,-1,30.72260613
1994,Connecticut,1994CTLieberman,19940700,67.03686999,1994,0,1,1,4,0.667190389,49.80967878,1,95.81563707
1994,Tennessee,1994TNSasser,19944200,42.09455475,1994,0,1,1,4,-0.857657843,49.80967878,1,44.80086772
1994,Ohio,1994OHHyatt,19943500,39.22777143,1994,0,1,0,1,-2.289973174,49.80967878,0,39.47357284
1994,Texas,1994TXHutchison,19944300,60.84706795,1994,1,0,1,4,-5.696245814,49.80967878,1,86.67614195
1994,Tennessee,1994TNCooper,19944202,38.60731774,1994,0,1,1,3,-0.857657843,49.80967878,0,52.92591861
1994,Tennessee,1994TNFrist,19944200,56.3517341,1994,1,0,0,1,-0.857657843,49.80967878,-1,55.19913228
1994,Oklahoma,1994OKInhofe,19943600,55.20902253,1994,1,0,1,3,-9.083149159,49.80967878,0,53.42630296
1994,Tennessee,1994TNThompson,19944202,60.44211529,1994,1,0,0,1,-0.857657843,49.80967878,0,47.07408139
1994,Montana,1994MTBurns,19942600,62.37160625,1994,1,0,1,4,-1.730047075,49.80967878,1,69.27739387
1994,Washington,1994WASims,19944700,44.25149676,1994,0,1,1,2,4.133086702,49.80967878,-1,21.07572539
1994,California,1994CAFeinstein,19940500,46.7360865,1994,0,1,1,4,5.066871594,49.80967878,1,86.21730481
1994,Oklahoma,1994OKMcCurdy,19943600,39.9507344,1994,0,1,1,3,-9.083149159,49.80967878,0,46.57369704
1994,Maryland,1994MDBrock,19942000,40.89603324,1994,1,0,1,4,4.845030911,49.80967878,-1,45.37404582
1994,Missouri,1994MOWheat,19942500,35.69890644,1994,0,1,1,2,3.052111533,49.80967878,0,43.14393905
1994,Wisconsin,1994WIWelch,19944900,40.68584619,1994,1,0,1,2,-0.663450275,49.80967878,-1,69.84639812
1994,Minnesota,1994MNGrams,19942300,49.05176688,1994,1,0,1,3,4.264235128,49.80967878,0,50.38705709
1994,Connecticut,1994CTLabriola,19940700,31.00974562,1994,1,0,0,1,0.667190389,49.80967878,-1,4.184362933
1994,Indiana,1994INJontz,19941400,30.50068057,1994,0,1,0,1,-7.294530727,49.80967878,-1,9.566532516
1994,Indiana,1994INLugar,19941400,67.35239793,1994,1,0,1,4,-7.294530727,49.80967878,1,90.43346748
1994,West Virginia,1994WVByrd,19944800,69.01167874,1994,0,1,1,4,4.313363435,49.80967878,1,61.1626618
1994,Wisconsin,1994WIKohl,19944900,58.29366874,1994,0,1,1,4,-0.663450275,49.80967878,1,30.15360188
1994,Wyoming,1994WYThomas,19945000,58.87363046,1994,1,0,1,3,-7.249170926,49.80967878,0,52.44532478
1994,Utah,1994UTHatch,19944400,68.80053454,1994,1,0,1,4,-17.21046308,49.80967878,1,92.89867098
1994,Missouri,1994MOAshcroft,19942500,59.72280121,1994,1,0,1,4,3.052111533,49.80967878,0,56.85606095
1994,Maine,1994MESnowe,19941900,60.23531803,1994,1,0,1,3,2.603282284,49.80967878,0,51.70244704
1994,Wyoming,1994WYSullivan,19945000,39.30742155,1994,0,1,0,1,-7.249170926,49.80967878,0,47.55467522
1994,West Virginia,1994WVKlos,19944800,30.98832126,1994,1,0,0,1,4.313363435,49.80967878,-1,38.8373382
1996,Kansas,1996KSDocking,19961602,43.33024018,1996,0,1,0,1,-6.994102966,53.95578415,0,39.75943385
1996,Alabama,1996ALSessions,19960100,52.80245039,1996,1,0,1,3,-7.278695619,53.95578415,0,61.51902473
1996,Maine,1996MEBrennan,19961902,43.87542705,1996,0,1,1,3,2.603282284,53.95578415,0,36.65379016
1996,Maine,1996MECollins,19961902,49.18149501,1996,1,0,0,1,2.603282284,53.95578415,0,63.34620984
1996,South Dakota,1996SDJohnson,19964100,51.32193277,1996,0,1,1,3,-5.717343782,53.95578415,-1,44.49726732
1996,Virginia,1996VAWarner1,19964602,52.47955697,1996,1,0,1,4,-6.014740278,53.95578415,1,73.06946628
1996,Rhode Island,1996RIMayer,19963902,35.05110381,1996,1,0,0,1,8.390778137,53.95578415,0,25.10357552
1996,New Jersey,1996NJTorricelli,19963002,52.6793398,1996,0,1,1,3,-2.036481004,53.95578415,0,52.41912753
1996,Idaho,1996IDCraig,19961200,57.02195952,1996,1,0,1,4,-13.11446585,53.95578415,1,59.67210449
1996,New Jersey,1996NJZimmer,19963002,42.57184029,1996,1,0,1,2,-2.036481004,53.95578415,0,47.58087247
1996,Colorado,1996COAllard,19960600,51.40581977,1996,1,0,1,3,-0.652501406,53.95578415,0,35.01576777
1996,Michigan,1996MILevin,19962202,58.35732178,1996,0,1,1,4,1.154973066,53.95578415,1,63.33296706
1996,Minnesota,1996MNBoschwitz,19962302,41.28522232,1996,1,0,0,1,4.264235128,53.95578415,-1,38.32814056
1996,Colorado,1996COStrickland,19960600,45.73821381,1996,0,1,0,1,-0.652501406,53.95578415,0,64.98423223
1996,New Hampshire,1996NHSwett,19962900,46.162794,1996,0,1,1,3,-2.658788338,53.95578415,-1,62.98411785
1996,New Hampshire,1996NHSmith,19962900,49.18899387,1996,1,0,1,4,-2.658788338,53.95578415,1,37.01588215
1996,Rhode Island,1996RIReed,19963902,63.48100325,1996,0,1,1,3,8.390778137,53.95578415,0,74.89642448
1996,Illinois,1996ILDurbin,19961300,56.08524858,1996,0,1,1,3,5.131456499,53.95578415,0,50.66578057
1996,Iowa,1996IAHarkin,19961500,51.80866204,1996,0,1,1,4,0.281212596,53.95578415,1,66.19020879
1996,Wyoming,1996WYKarpan,19965002,42.21350502,1996,0,1,0,1,-7.249170926,53.95578415,0,50.37209933
1996,Oklahoma,1996OKBoren,19963600,40.07623716,1996,0,1,0,1,-9.083149159,53.95578415,-1,8.915424147
1996,North Carolina,1996NCGantt,19963300,45.91806,1996,0,1,1,3,-3.913955148,53.95578415,-1,53.25742465
1996,Texas,1996TXMorales,19964302,43.94033333,1996,0,1,1,2,-5.696245814,53.95578415,-1,29.30888994
1996,Mississippi,1996MSHunt,19962402,27.38789204,1996,0,1,0,1,-8.38050612,53.95578415,-1,0
1996,Oregon,1996ORSmith,19963700,49.79569632,1996,1,0,1,2,3.177316021,53.95578415,0,75.87621197
1996,Oregon,1996ORBruggere,19963700,45.90179602,1996,0,1,0,1,3.177316021,53.95578415,0,24.12378803
1996,West Virginia,1996WVBurks,19964802,23.35203672,1996,1,0,0,1,4.313363435,53.95578415,-1,0
1996,Minnesota,1996MNWellstone,19962302,50.31890986,1996,0,1,1,4,4.264235128,53.95578415,1,61.67185944
1996,Nebraska,1996NENelson,19962702,41.65315926,1996,0,1,1,4,-14.76073972,53.95578415,0,34.97364003
1996,Georgia,1996GAMillner,19961000,47.53690635,1996,1,0,0,1,-3.113500096,53.95578415,0,54.11669835
1996,Massachusetts,1996MAWeld,19962102,44.71392699,1996,1,0,1,4,8.631846249,53.95578415,-1,47.37759482
1996,South Carolina,1996SCClose,19964000,43.99546399,1996,0,1,0,1,-8.085394646,53.95578415,-1,38.65441649
1996,Kansas,1996KSThompson,19961600,34.43694764,1996,0,1,0,1,-6.994102966,53.95578415,0,29.14026423
1996,North Carolina,1996NCHelms,19963300,52.64448127,1996,1,0,1,4,-3.913955148,53.95578415,1,46.74257535
1996,Kansas,1996KSBrownback,19961602,53.91306226,1996,1,0,1,3,-6.994102966,53.95578415,0,60.24056615
1996,Georgia,1996GACleland,19961000,48.86585353,1996,0,1,1,3,-3.113500096,53.95578415,0,45.88330165
1996,South Carolina,1996SCThurmond,19964000,53.37299332,1996,1,0,1,4,-8.085394646,53.95578415,1,61.34558351
1996,New Mexico,1996NMDomenici,19963102,64.72588031,1996,1,0,1,4,1.686625784,53.95578415,1,93.55720612
1996,Delaware,1996DEBiden,19960802,60.04005936,1996,0,1,1,4,1.738272214,53.95578415,1,65.40079012
1996,Idaho,1996IDMinnick,19961200,39.90523557,1996,0,1,0,1,-13.11446585,53.95578415,-1,40.32789551
1996,Illinois,1996ILSalvi,19961300,40.67130243,1996,1,0,1,2,5.131456499,53.95578415,0,49.33421943
1996,Louisiana,1996LALandrieu,19961800,50.17022508,1996,0,1,1,2,-0.791932523,53.95578415,0,59.93904294
1996,Alabama,1996ALBedford,19960100,45.09561949,1996,0,1,1,2,-7.278695619,53.95578415,0,38.48097527
1996,Montana,1996MTRehberg,19962602,44.69091266,1996,1,0,1,3,-1.730047075,53.95578415,-1,30.47975432
1996,Montana,1996MTBaucus,19962602,49.55581732,1996,0,1,1,4,-1.730047075,53.95578415,1,69.52024568
1996,Tennessee,1996TNThompson,19964202,61.36931989,1996,1,0,1,4,-0.857657843,53.95578415,1,82.31208863
1996,Kentucky,1996KYBeshear,19961700,42.84562288,1996,0,1,1,3,-1.586463757,53.95578415,-1,39.25745704
1996,Nebraska,1996NEHagel,19962702,56.13758498,1996,1,0,0,1,-14.76073972,53.95578415,0,65.02635997
1996,Oklahoma,1996OKInhofe,19963600,56.68004902,1996,1,0,1,4,-9.083149159,53.95578415,1,91.08457585
1996,Kentucky,1996KYMcConnell,19961700,55.45283028,1996,1,0,1,4,-1.586463757,53.95578415,1,60.74254296
1996,New Mexico,1996NMTrujillo,19963102,29.78429599,1996,0,1,1,3,1.686625784,53.95578415,-1,6.442793876
1996,Massachusetts,1996MAKerry,19962102,52.20674944,1996,0,1,1,4,8.631846249,53.95578415,1,52.62240518
1996,Iowa,1996IALightfoot,19961500,46.71419725,1996,1,0,1,3,0.281212596,53.95578415,-1,33.80979121
1996,Tennessee,1996TNGordon,19964202,36.82185056,1996,0,1,0,1,-0.857657843,53.95578415,-1,17.68791137
1996,Wyoming,1996WYEnzi,19965002,54.06368292,1996,1,0,1,3,-7.249170926,53.95578415,0,49.62790067
1996,Arkansas,1996ARBryant,19960400,47.29957941,1996,0,1,1,3,6.540356923,53.95578415,0,52.29830063
1996,Texas,1996TXGramm,19964302,54.77543768,1996,1,0,1,4,-5.696245814,53.95578415,1,70.69111006
1996,Louisiana,1996LAJenkins,19961800,49.82977492,1996,1,0,1,2,-0.791932523,53.95578415,0,40.06095706
1996,Michigan,1996MIRomney,19962202,39.86913218,1996,1,0,1,4,1.154973066,53.95578415,-1,36.66703294
1996,South Dakota,1996SDPressler,19964100,48.67806723,1996,1,0,1,4,-5.717343782,53.95578415,1,55.50273268
1996,Delaware,1996DEClatworthy,19960802,38.13186933,1996,1,0,0,1,1.738272214,53.95578415,-1,34.59920988
1996,Arkansas,1996ARHutchinson,19960400,52.70042059,1996,1,0,1,3,6.540356923,53.95578415,0,47.70169937
1996,Kansas,1996KSRoberts,19961600,62.02385251,1996,1,0,1,3,-6.994102966,53.95578415,0,70.85973577
1996,Virginia,1996VAWarner2,19964602,47.39350622,1996,0,1,0,1,-6.014740278,53.95578415,-1,26.93053372
1996,West Virginia,1996WVRockefeller,19964802,76.64796328,1996,0,1,1,4,4.313363435,53.95578415,1,100
1996,Mississippi,1996MSCochran,19962402,71.03459578,1996,1,0,1,4,-8.38050612,53.95578415,1,100
1998,New York,1998NYD'Amato,19983202,44.08208007,1998,1,0,1,4,11.28868836,53.97898989,1,60.1299948
1998,Arkansas,1998ARLincoln,19980402,55.07475979,1998,0,1,1,3,4.624575443,53.97898989,0,65.90568049
1998,Florida,1998FLGraham,19980902,62.46937948,1998,0,1,1,4,-1.575657054,53.97898989,1,70.03810961
1998,Oregon,1998ORLim,19983702,33.79467804,1998,1,0,1,4,-0.038374694,53.97898989,-1,15.06603373
1998,Kentucky,1998KYBunning,19981702,49.74768948,1998,1,0,1,2,-4.201305252,53.97898989,0,46.7874852
1998,Pennsylvania,1998PASpecter,19983802,61.33603266,1998,1,0,1,4,0.430016027,53.97898989,1,98.29530863
1998,Illinois,1998ILMoseley-Braun,19981302,47.443984,1998,0,1,1,4,4.876748833,53.97898989,1,72.57835376
1998,Iowa,1998IAGrassley,19981502,68.41177457,1998,1,0,1,4,1.002572706,53.97898989,1,92.52473124
1998,Wisconsin,1998WINeumann,19984902,48.40155472,1998,1,0,1,3,1.186652301,53.97898989,-1,50.45188131
1998,Connecticut,1998CTDodd,19980702,65.14608738,1998,0,1,1,4,5.63293974,53.97898989,1,70.03126021
1998,New York,1998NYSchumer,19983202,54.61724478,1998,0,1,1,3,11.28868836,53.97898989,-1,39.8700052
1998,Missouri,1998MOBond,19982502,52.67598774,1998,1,0,1,4,-1.182309363,53.97898989,1,65.11739658
1998,Washington,1998WAMurray,19984702,58.41399881,1998,0,1,1,4,2.464912098,53.97898989,1,44.38756506
1998,Indiana,1998INHelmke,19981402,34.79328246,1998,1,0,1,3,-7.876549218,53.97898989,0,18.35877615
1998,Iowa,1998IAOsterberg,19981502,30.49339228,1998,0,1,0,1,1.002572706,53.97898989,-1,7.475268761
1998,Ohio,1998OHBoyle,19983502,43.53411267,1998,0,1,0,1,-1.133120713,53.97898989,0,28.42456768
1998,Arkansas,1998ARBoozman,19980402,42.22829283,1998,1,0,1,2,4.624575443,53.97898989,0,34.09431951
1998,Nevada,1998NVEnsign,19982802,47.78035292,1998,1,0,1,3,-4.143118816,53.97898989,-1,46.61091471
1998,Connecticut,1998CTFranks,19980702,32.36816157,1998,1,0,1,3,5.63293974,53.97898989,-1,29.96873979
1998,Florida,1998FLCrist,19980902,37.53062052,1998,1,0,1,2,-1.575657054,53.97898989,-1,29.96189039
1998,California,1998CABoxer,19980502,53.05748571,1998,0,1,1,4,2.486031348,53.97898989,1,52.28716819
1998,Missouri,1998MONixon,19982502,43.77112192,1998,0,1,1,3,-1.182309363,53.97898989,-1,34.88260342
1998,Georgia,1998GAColes,19981002,45.15075166,1998,0,1,0,1,-5.360454246,53.97898989,-1,20.59727442
1998,Pennsylvania,1998PALloyd,19983802,34.78425653,1998,0,1,1,2,0.430016027,53.97898989,-1,1.704691368
1998,Alabama,1998ALSuddith,19980102,36.69136891,1998,0,1,0,1,-8.46110904,53.97898989,-1,0.614176179
1998,Indiana,1998INBayh,19981402,63.71856779,1998,0,1,1,3,-7.876549218,53.97898989,0,81.64122385
1998,Kansas,1998KSFeleciano,19981602,31.58782018,1998,0,1,1,2,-14.80565199,53.97898989,-1,2.354761515
1998,Louisiana,1998LADonelon,19981802,31.63713093,1998,1,0,1,2,1.832943866,53.97898989,-1,13.752642
1998,Illinois,1998ILFitzgerald,19981302,50.34704455,1998,1,0,1,2,4.876748833,53.97898989,-1,27.42164624
1998,New Hampshire,1998NHGregg,19982902,67.83594326,1998,1,0,1,4,0.87902031,53.97898989,1,93.47073953
1998,New Hampshire,1998NHCondodemetraky,19982902,28.24408318,1998,0,1,0,1,0.87902031,53.97898989,-1,6.529260468
1998,North Carolina,1998NCFaircloth,19983302,47.01171835,1998,1,0,1,4,-7.258162599,53.97898989,1,70.07872269
1998,South Carolina,1998SCInglis,19984002,45.68954301,1998,1,0,0,1,-7.95208276,53.97898989,-1,34.43959247
1998,Georgia,1998GACoverdell,19981002,52.37095839,1998,1,0,1,4,-5.360454246,53.97898989,1,79.40272558
